Customer ID,Quarter,Revenue Score,Next Quarter,Next Quarter Revenue Score
18171,2010Q3,4,2010Q4,0
18171,2010Q4,0,2011Q1,2
18171,2011Q1,2,2011Q2,3
18171,2011Q2,3,2011Q3,2
18171,2011Q3,2,2011Q4,2
16017,2009Q4,0,2010Q1,4
16017,2010Q1,4,2010Q2,0
16017,2010Q2,0,2010Q3,0
16017,2010Q3,0,2010Q4,3
16017,2010Q4,3,2011Q1,0
16017,2011Q1,0,2011Q2,0
16017,2011Q2,0,2011Q3,0
16017,2011Q3,0,2011Q4,2
13253,2009Q4,0,2010Q1,4
13253,2010Q1,4,2010Q2,0
13253,2010Q2,0,2010Q3,0
13253,2010Q3,0,2010Q4,4
13253,2010Q4,4,2011Q1,3
13253,2011Q1,3,2011Q2,0
13253,2011Q2,0,2011Q3,3
13253,2011Q3,3,2011Q4,0
13338,2009Q4,0,2010Q1,4
13338,2010Q1,4,2010Q2,5
13338,2010Q2,5,2010Q3,0
13338,2010Q3,0,2010Q4,0
13338,2010Q4,0,2011Q1,0
13338,2011Q1,0,2011Q2,0
13338,2011Q2,0,2011Q3,3
13338,2011Q3,3,2011Q4,0
14969,2009Q4,0,2010Q1,4
14969,2010Q1,4,2010Q2,0
14969,2010Q2,0,2010Q3,0
14969,2010Q3,0,2010Q4,0
14969,2010Q4,0,2011Q1,0
14969,2011Q1,0,2011Q2,0
14969,2011Q2,0,2011Q3,0
14969,2011Q3,0,2011Q4,0
15865,2009Q4,0,2010Q1,4
15865,2010Q1,4,2010Q2,0
15865,2010Q2,0,2010Q3,0
15865,2010Q3,0,2010Q4,4
15865,2010Q4,4,2011Q1,0
15865,2011Q1,0,2011Q2,2
15865,2011Q2,2,2011Q3,2
15865,2011Q3,2,2011Q4,2
13610,2009Q4,0,2010Q1,4
13610,2010Q1,4,2010Q2,1
13610,2010Q2,1,2010Q3,2
13610,2010Q3,2,2010Q4,1
13610,2010Q4,1,2011Q1,2
13610,2011Q1,2,2011Q2,2
13610,2011Q2,2,2011Q3,2
13610,2011Q3,2,2011Q4,3
13965,2009Q4,0,2010Q1,4
13965,2010Q1,4,2010Q2,0
13965,2010Q2,0,2010Q3,2
13965,2010Q3,2,2010Q4,0
13965,2010Q4,0,2011Q1,0
13965,2011Q1,0,2011Q2,0
13965,2011Q2,0,2011Q3,0
13965,2011Q3,0,2011Q4,0
14954,2009Q4,0,2010Q1,1
14954,2010Q1,1,2010Q2,0
14954,2010Q2,0,2010Q3,0
14954,2010Q3,0,2010Q4,0
14954,2010Q4,0,2011Q1,0
14954,2011Q1,0,2011Q2,0
14954,2011Q2,0,2011Q3,0
14954,2011Q3,0,2011Q4,2
14210,2009Q4,0,2010Q1,5
14210,2010Q1,5,2010Q2,5
14210,2010Q2,5,2010Q3,5
14210,2010Q3,5,2010Q4,4
14210,2010Q4,4,2011Q1,4
14210,2011Q1,4,2011Q2,4
14210,2011Q2,4,2011Q3,2
14210,2011Q3,2,2011Q4,0
17362,2009Q4,0,2010Q1,3
17362,2010Q1,3,2010Q2,1
17362,2010Q2,1,2010Q3,0
17362,2010Q3,0,2010Q4,1
17362,2010Q4,1,2011Q1,1
17362,2011Q1,1,2011Q2,1
17362,2011Q2,1,2011Q3,0
17362,2011Q3,0,2011Q4,0
14194,2009Q4,0,2010Q1,5
14194,2010Q1,5,2010Q2,5
14194,2010Q2,5,2010Q3,5
14194,2010Q3,5,2010Q4,5
14194,2010Q4,5,2011Q1,5
14194,2011Q1,5,2011Q2,5
14194,2011Q2,5,2011Q3,5
14194,2011Q3,5,2011Q4,5
18008,2009Q4,0,2010Q1,5
18008,2010Q1,5,2010Q2,5
18008,2010Q2,5,2010Q3,2
18008,2010Q3,2,2010Q4,5
18008,2010Q4,5,2011Q1,4
18008,2011Q1,4,2011Q2,5
18008,2011Q2,5,2011Q3,1
18008,2011Q3,1,2011Q4,0
17753,2009Q4,0,2010Q1,1
17753,2010Q1,1,2010Q2,0
17753,2010Q2,0,2010Q3,3
17753,2010Q3,3,2010Q4,0
17753,2010Q4,0,2011Q1,0
17753,2011Q1,0,2011Q2,0
17753,2011Q2,0,2011Q3,0
17753,2011Q3,0,2011Q4,0
17941,2009Q4,0,2010Q1,4
17941,2010Q1,4,2010Q2,2
17941,2010Q2,2,2010Q3,0
17941,2010Q3,0,2010Q4,0
17941,2010Q4,0,2011Q1,0
17941,2011Q1,0,2011Q2,0
17941,2011Q2,0,2011Q3,2
17941,2011Q3,2,2011Q4,0
18094,2009Q4,0,2010Q1,4
18094,2010Q1,4,2010Q2,5
18094,2010Q2,5,2010Q3,5
18094,2010Q3,5,2010Q4,0
18094,2010Q4,0,2011Q1,3
18094,2011Q1,3,2011Q2,5
18094,2011Q2,5,2011Q3,5
18094,2011Q3,5,2011Q4,0
17404,2009Q4,0,2010Q1,5
17404,2010Q1,5,2010Q2,5
17404,2010Q2,5,2010Q3,5
17404,2010Q3,5,2010Q4,5
17404,2010Q4,5,2011Q1,5
17404,2011Q1,5,2011Q2,5
17404,2011Q2,5,2011Q3,5
17404,2011Q3,5,2011Q4,5
14541,2009Q4,0,2010Q1,3
14541,2010Q1,3,2010Q2,1
14541,2010Q2,1,2010Q3,2
14541,2010Q3,2,2010Q4,1
14541,2010Q4,1,2011Q1,4
14541,2011Q1,4,2011Q2,3
14541,2011Q2,3,2011Q3,0
14541,2011Q3,0,2011Q4,1
15266,2009Q4,0,2010Q1,2
15266,2010Q1,2,2010Q2,0
15266,2010Q2,0,2010Q3,0
15266,2010Q3,0,2010Q4,3
15266,2010Q4,3,2011Q1,1
15266,2011Q1,1,2011Q2,0
15266,2011Q2,0,2011Q3,0
15266,2011Q3,0,2011Q4,0
16641,2009Q4,0,2010Q1,2
16641,2010Q1,2,2010Q2,0
16641,2010Q2,0,2010Q3,0
16641,2010Q3,0,2010Q4,0
16641,2010Q4,0,2011Q1,0
16641,2011Q1,0,2011Q2,0
16641,2011Q2,0,2011Q3,2
16641,2011Q3,2,2011Q4,0
16862,2009Q4,0,2010Q1,1
16862,2010Q1,1,2010Q2,3
16862,2010Q2,3,2010Q3,0
16862,2010Q3,0,2010Q4,0
16862,2010Q4,0,2011Q1,0
16862,2011Q1,0,2011Q2,0
16862,2011Q2,0,2011Q3,0
16862,2011Q3,0,2011Q4,0
16888,2009Q4,0,2010Q1,2
16888,2010Q1,2,2010Q2,0
16888,2010Q2,0,2010Q3,0
16888,2010Q3,0,2010Q4,1
16888,2010Q4,1,2011Q1,0
16888,2011Q1,0,2011Q2,0
16888,2011Q2,0,2011Q3,0
16888,2011Q3,0,2011Q4,0
15874,2009Q4,0,2010Q1,5
15874,2010Q1,5,2010Q2,4
15874,2010Q2,4,2010Q3,4
15874,2010Q3,4,2010Q4,5
15874,2010Q4,5,2011Q1,4
15874,2011Q1,4,2011Q2,5
15874,2011Q2,5,2011Q3,0
15874,2011Q3,0,2011Q4,5
15100,2009Q4,0,2010Q1,2
15100,2010Q1,2,2010Q2,0
15100,2010Q2,0,2010Q3,0
15100,2010Q3,0,2010Q4,5
15100,2010Q4,5,2011Q1,1
15100,2011Q1,1,2011Q2,0
15100,2011Q2,0,2011Q3,0
15100,2011Q3,0,2011Q4,0
15324,2009Q4,0,2010Q1,1
15324,2010Q1,1,2010Q2,0
15324,2010Q2,0,2010Q3,0
15324,2010Q3,0,2010Q4,0
15324,2010Q4,0,2011Q1,0
15324,2011Q1,0,2011Q2,0
15324,2011Q2,0,2011Q3,0
15324,2011Q3,0,2011Q4,0
14465,2009Q4,0,2010Q1,4
14465,2010Q1,4,2010Q2,5
14465,2010Q2,5,2010Q3,1
14465,2010Q3,1,2010Q4,3
14465,2010Q4,3,2011Q1,4
14465,2011Q1,4,2011Q2,3
14465,2011Q2,3,2011Q3,0
14465,2011Q3,0,2011Q4,0
15152,2009Q4,0,2010Q1,3
15152,2010Q1,3,2010Q2,0
15152,2010Q2,0,2010Q3,0
15152,2010Q3,0,2010Q4,0
15152,2010Q4,0,2011Q1,0
15152,2011Q1,0,2011Q2,4
15152,2011Q2,4,2011Q3,5
15152,2011Q3,5,2011Q4,5
12678,2009Q4,0,2010Q1,5
12678,2010Q1,5,2010Q2,5
12678,2010Q2,5,2010Q3,5
12678,2010Q3,5,2010Q4,5
12678,2010Q4,5,2011Q1,5
12678,2011Q1,5,2011Q2,5
12678,2011Q2,5,2011Q3,5
12678,2011Q3,5,2011Q4,5
16057,2009Q4,0,2010Q1,5
16057,2010Q1,5,2010Q2,0
16057,2010Q2,0,2010Q3,2
16057,2010Q3,2,2010Q4,0
16057,2010Q4,0,2011Q1,4
16057,2011Q1,4,2011Q2,3
16057,2011Q2,3,2011Q3,3
16057,2011Q3,3,2011Q4,4
12648,2009Q4,0,2010Q1,2
12648,2010Q1,2,2010Q2,0
12648,2010Q2,0,2010Q3,3
12648,2010Q3,3,2010Q4,0
12648,2010Q4,0,2011Q1,0
12648,2011Q1,0,2011Q2,0
12648,2011Q2,0,2011Q3,2
12648,2011Q3,2,2011Q4,0
15586,2009Q4,0,2010Q1,4
15586,2010Q1,4,2010Q2,1
15586,2010Q2,1,2010Q3,0
15586,2010Q3,0,2010Q4,0
15586,2010Q4,0,2011Q1,0
15586,2011Q1,0,2011Q2,0
15586,2011Q2,0,2011Q3,0
15586,2011Q3,0,2011Q4,0
14045,2009Q4,0,2010Q1,4
14045,2010Q1,4,2010Q2,5
14045,2010Q2,5,2010Q3,5
14045,2010Q3,5,2010Q4,5
14045,2010Q4,5,2011Q1,4
14045,2011Q1,4,2011Q2,0
14045,2011Q2,0,2011Q3,3
14045,2011Q3,3,2011Q4,0
13360,2009Q4,0,2010Q1,4
13360,2010Q1,4,2010Q2,0
13360,2010Q2,0,2010Q3,3
13360,2010Q3,3,2010Q4,3
13360,2010Q4,3,2011Q1,0
13360,2011Q1,0,2011Q2,0
13360,2011Q2,0,2011Q3,0
13360,2011Q3,0,2011Q4,0
15827,2009Q4,0,2010Q1,4
15827,2010Q1,4,2010Q2,4
15827,2010Q2,4,2010Q3,3
15827,2010Q3,3,2010Q4,4
15827,2010Q4,4,2011Q1,3
15827,2011Q1,3,2011Q2,3
15827,2011Q2,3,2011Q3,4
15827,2011Q3,4,2011Q4,0
13854,2009Q4,0,2010Q1,5
13854,2010Q1,5,2010Q2,4
13854,2010Q2,4,2010Q3,4
13854,2010Q3,4,2010Q4,5
13854,2010Q4,5,2011Q1,5
13854,2011Q1,5,2011Q2,5
13854,2011Q2,5,2011Q3,5
13854,2011Q3,5,2011Q4,5
16103,2009Q4,0,2010Q1,4
16103,2010Q1,4,2010Q2,5
16103,2010Q2,5,2010Q3,5
16103,2010Q3,5,2010Q4,4
16103,2010Q4,4,2011Q1,0
16103,2011Q1,0,2011Q2,4
16103,2011Q2,4,2011Q3,4
16103,2011Q3,4,2011Q4,1
15607,2009Q4,0,2010Q1,5
15607,2010Q1,5,2010Q2,1
15607,2010Q2,1,2010Q3,0
15607,2010Q3,0,2010Q4,0
15607,2010Q4,0,2011Q1,1
15607,2011Q1,1,2011Q2,0
15607,2011Q2,0,2011Q3,0
15607,2011Q3,0,2011Q4,0
16027,2009Q4,0,2010Q1,4
16027,2010Q1,4,2010Q2,2
16027,2010Q2,2,2010Q3,1
16027,2010Q3,1,2010Q4,0
16027,2010Q4,0,2011Q1,3
16027,2011Q1,3,2011Q2,2
16027,2011Q2,2,2011Q3,2
16027,2011Q3,2,2011Q4,0
14327,2009Q4,0,2010Q1,4
14327,2010Q1,4,2010Q2,0
14327,2010Q2,0,2010Q3,2
14327,2010Q3,2,2010Q4,2
14327,2010Q4,2,2011Q1,0
14327,2011Q1,0,2011Q2,2
14327,2011Q2,2,2011Q3,0
14327,2011Q3,0,2011Q4,0
18170,2009Q4,0,2010Q1,4
18170,2010Q1,4,2010Q2,2
18170,2010Q2,2,2010Q3,0
18170,2010Q3,0,2010Q4,4
18170,2010Q4,4,2011Q1,0
18170,2011Q1,0,2011Q2,2
18170,2011Q2,2,2011Q3,3
18170,2011Q3,3,2011Q4,2
14016,2009Q4,0,2010Q1,5
14016,2010Q1,5,2010Q2,5
14016,2010Q2,5,2010Q3,5
14016,2010Q3,5,2010Q4,5
14016,2010Q4,5,2011Q1,5
14016,2011Q1,5,2011Q2,5
14016,2011Q2,5,2011Q3,4
14016,2011Q3,4,2011Q4,0
13044,2009Q4,0,2010Q1,5
13044,2010Q1,5,2010Q2,5
13044,2010Q2,5,2010Q3,4
13044,2010Q3,4,2010Q4,0
13044,2010Q4,0,2011Q1,3
13044,2011Q1,3,2011Q2,0
13044,2011Q2,0,2011Q3,0
13044,2011Q3,0,2011Q4,0
14573,2009Q4,0,2010Q1,2
14573,2010Q1,2,2010Q2,2
14573,2010Q2,2,2010Q3,0
14573,2010Q3,0,2010Q4,4
14573,2010Q4,4,2011Q1,3
14573,2011Q1,3,2011Q2,4
14573,2011Q2,4,2011Q3,0
14573,2011Q3,0,2011Q4,0
13259,2009Q4,0,2010Q1,3
13259,2010Q1,3,2010Q2,3
13259,2010Q2,3,2010Q3,0
13259,2010Q3,0,2010Q4,2
13259,2010Q4,2,2011Q1,0
13259,2011Q1,0,2011Q2,0
13259,2011Q2,0,2011Q3,0
13259,2011Q3,0,2011Q4,2
16109,2009Q4,0,2010Q1,2
16109,2010Q1,2,2010Q2,0
16109,2010Q2,0,2010Q3,0
16109,2010Q3,0,2010Q4,0
16109,2010Q4,0,2011Q1,2
16109,2011Q1,2,2011Q2,2
16109,2011Q2,2,2011Q3,0
16109,2011Q3,0,2011Q4,0
16787,2009Q4,0,2010Q1,4
16787,2010Q1,4,2010Q2,0
16787,2010Q2,0,2010Q3,1
16787,2010Q3,1,2010Q4,1
16787,2010Q4,1,2011Q1,0
16787,2011Q1,0,2011Q2,0
16787,2011Q2,0,2011Q3,0
16787,2011Q3,0,2011Q4,0
14849,2009Q4,0,2010Q1,5
14849,2010Q1,5,2010Q2,5
14849,2010Q2,5,2010Q3,5
14849,2010Q3,5,2010Q4,5
14849,2010Q4,5,2011Q1,4
14849,2011Q1,4,2011Q2,5
14849,2011Q2,5,2011Q3,5
14849,2011Q3,5,2011Q4,5
14532,2009Q4,0,2010Q1,5
14532,2010Q1,5,2010Q2,4
14532,2010Q2,4,2010Q3,2
14532,2010Q3,2,2010Q4,4
14532,2010Q4,4,2011Q1,4
14532,2011Q1,4,2011Q2,1
14532,2011Q2,1,2011Q3,0
14532,2011Q3,0,2011Q4,0
17323,2009Q4,0,2010Q1,2
17323,2010Q1,2,2010Q2,1
17323,2010Q2,1,2010Q3,1
17323,2010Q3,1,2010Q4,1
17323,2010Q4,1,2011Q1,1
17323,2011Q1,1,2011Q2,2
17323,2011Q2,2,2011Q3,1
17323,2011Q3,1,2011Q4,3
14160,2009Q4,0,2010Q1,5
14160,2010Q1,5,2010Q2,5
14160,2010Q2,5,2010Q3,0
14160,2010Q3,0,2010Q4,0
14160,2010Q4,0,2011Q1,0
14160,2011Q1,0,2011Q2,0
14160,2011Q2,0,2011Q3,0
14160,2011Q3,0,2011Q4,0
13762,2009Q4,0,2010Q1,5
13762,2010Q1,5,2010Q2,5
13762,2010Q2,5,2010Q3,0
13762,2010Q3,0,2010Q4,0
13762,2010Q4,0,2011Q1,0
13762,2011Q1,0,2011Q2,2
13762,2011Q2,2,2011Q3,0
13762,2011Q3,0,2011Q4,0
18231,2009Q4,0,2010Q1,5
18231,2010Q1,5,2010Q2,5
18231,2010Q2,5,2010Q3,4
18231,2010Q3,4,2010Q4,3
18231,2010Q4,3,2011Q1,3
18231,2011Q1,3,2011Q2,5
18231,2011Q2,5,2011Q3,0
18231,2011Q3,0,2011Q4,0
12951,2009Q4,0,2010Q1,3
12951,2010Q1,3,2010Q2,3
12951,2010Q2,3,2010Q3,3
12951,2010Q3,3,2010Q4,4
12951,2010Q4,4,2011Q1,2
12951,2011Q1,2,2011Q2,3
12951,2011Q2,3,2011Q3,0
12951,2011Q3,0,2011Q4,2
14091,2009Q4,0,2010Q1,5
14091,2010Q1,5,2010Q2,0
14091,2010Q2,0,2010Q3,0
14091,2010Q3,0,2010Q4,0
14091,2010Q4,0,2011Q1,0
14091,2011Q1,0,2011Q2,0
14091,2011Q2,0,2011Q3,0
14091,2011Q3,0,2011Q4,0
13634,2009Q4,0,2010Q1,4
13634,2010Q1,4,2010Q2,5
13634,2010Q2,5,2010Q3,4
13634,2010Q3,4,2010Q4,3
13634,2010Q4,3,2011Q1,3
13634,2011Q1,3,2011Q2,2
13634,2011Q2,2,2011Q3,4
13634,2011Q3,4,2011Q4,2
17222,2009Q4,0,2010Q1,3
17222,2010Q1,3,2010Q2,1
17222,2010Q2,1,2010Q3,4
17222,2010Q3,4,2010Q4,0
17222,2010Q4,0,2011Q1,0
17222,2011Q1,0,2011Q2,0
17222,2011Q2,0,2011Q3,0
17222,2011Q3,0,2011Q4,3
18242,2009Q4,0,2010Q1,4
18242,2010Q1,4,2010Q2,3
18242,2010Q2,3,2010Q3,2
18242,2010Q3,2,2010Q4,0
18242,2010Q4,0,2011Q1,0
18242,2011Q1,0,2011Q2,4
18242,2011Q2,4,2011Q3,5
18242,2011Q3,5,2011Q4,0
17147,2009Q4,0,2010Q1,4
17147,2010Q1,4,2010Q2,3
17147,2010Q2,3,2010Q3,3
17147,2010Q3,3,2010Q4,0
17147,2010Q4,0,2011Q1,3
17147,2011Q1,3,2011Q2,4
17147,2011Q2,4,2011Q3,3
17147,2011Q3,3,2011Q4,3
17113,2009Q4,0,2010Q1,4
17113,2010Q1,4,2010Q2,5
17113,2010Q2,5,2010Q3,0
17113,2010Q3,0,2010Q4,0
17113,2010Q4,0,2011Q1,0
17113,2011Q1,0,2011Q2,0
17113,2011Q2,0,2011Q3,0
17113,2011Q3,0,2011Q4,0
13709,2009Q4,0,2010Q1,3
13709,2010Q1,3,2010Q2,2
13709,2010Q2,2,2010Q3,3
13709,2010Q3,3,2010Q4,0
13709,2010Q4,0,2011Q1,3
13709,2011Q1,3,2011Q2,5
13709,2011Q2,5,2011Q3,5
13709,2011Q3,5,2011Q4,5
17139,2009Q4,0,2010Q1,5
17139,2010Q1,5,2010Q2,5
17139,2010Q2,5,2010Q3,5
17139,2010Q3,5,2010Q4,5
17139,2010Q4,5,2011Q1,5
17139,2011Q1,5,2011Q2,5
17139,2011Q2,5,2011Q3,5
17139,2011Q3,5,2011Q4,5
18115,2009Q4,0,2010Q1,1
18115,2010Q1,1,2010Q2,0
18115,2010Q2,0,2010Q3,0
18115,2010Q3,0,2010Q4,0
18115,2010Q4,0,2011Q1,0
18115,2011Q1,0,2011Q2,0
18115,2011Q2,0,2011Q3,0
18115,2011Q3,0,2011Q4,0
17529,2009Q4,0,2010Q1,4
17529,2010Q1,4,2010Q2,3
17529,2010Q2,3,2010Q3,0
17529,2010Q3,0,2010Q4,0
17529,2010Q4,0,2011Q1,0
17529,2011Q1,0,2011Q2,0
17529,2011Q2,0,2011Q3,0
17529,2011Q3,0,2011Q4,0
12549,2009Q4,0,2010Q1,5
12549,2010Q1,5,2010Q2,3
12549,2010Q2,3,2010Q3,0
12549,2010Q3,0,2010Q4,0
12549,2010Q4,0,2011Q1,0
12549,2011Q1,0,2011Q2,0
12549,2011Q2,0,2011Q3,0
12549,2011Q3,0,2011Q4,0
12875,2009Q4,0,2010Q1,2
12875,2010Q1,2,2010Q2,3
12875,2010Q2,3,2010Q3,3
12875,2010Q3,3,2010Q4,2
12875,2010Q4,2,2011Q1,0
12875,2011Q1,0,2011Q2,0
12875,2011Q2,0,2011Q3,1
12875,2011Q3,1,2011Q4,0
17740,2009Q4,0,2010Q1,2
17740,2010Q1,2,2010Q2,1
17740,2010Q2,1,2010Q3,0
17740,2010Q3,0,2010Q4,1
17740,2010Q4,1,2011Q1,0
17740,2011Q1,0,2011Q2,0
17740,2011Q2,0,2011Q3,0
17740,2011Q3,0,2011Q4,0
15549,2009Q4,0,2010Q1,3
15549,2010Q1,3,2010Q2,1
15549,2010Q2,1,2010Q3,0
15549,2010Q3,0,2010Q4,1
15549,2010Q4,1,2011Q1,4
15549,2011Q1,4,2011Q2,0
15549,2011Q2,0,2011Q3,4
15549,2011Q3,4,2011Q4,0
14984,2009Q4,0,2010Q1,1
14984,2010Q1,1,2010Q2,3
14984,2010Q2,3,2010Q3,0
14984,2010Q3,0,2010Q4,3
14984,2010Q4,3,2011Q1,0
14984,2011Q1,0,2011Q2,1
14984,2011Q2,1,2011Q3,0
14984,2011Q3,0,2011Q4,1
12406,2009Q4,0,2010Q1,4
12406,2010Q1,4,2010Q2,4
12406,2010Q2,4,2010Q3,0
12406,2010Q3,0,2010Q4,5
12406,2010Q4,5,2011Q1,0
12406,2011Q1,0,2011Q2,5
12406,2011Q2,5,2011Q3,0
12406,2011Q3,0,2011Q4,5
17023,2009Q4,0,2010Q1,1
17023,2010Q1,1,2010Q2,0
17023,2010Q2,0,2010Q3,3
17023,2010Q3,3,2010Q4,1
17023,2010Q4,1,2011Q1,0
17023,2011Q1,0,2011Q2,0
17023,2011Q2,0,2011Q3,0
17023,2011Q3,0,2011Q4,0
13433,2009Q4,0,2010Q1,1
13433,2010Q1,1,2010Q2,2
13433,2010Q2,2,2010Q3,2
13433,2010Q3,2,2010Q4,0
13433,2010Q4,0,2011Q1,0
13433,2011Q1,0,2011Q2,0
13433,2011Q2,0,2011Q3,0
13433,2011Q3,0,2011Q4,0
15186,2009Q4,0,2010Q1,1
15186,2010Q1,1,2010Q2,3
15186,2010Q2,3,2010Q3,3
15186,2010Q3,3,2010Q4,0
15186,2010Q4,0,2011Q1,0
15186,2011Q1,0,2011Q2,2
15186,2011Q2,2,2011Q3,0
15186,2011Q3,0,2011Q4,1
12939,2009Q4,0,2010Q1,4
12939,2010Q1,4,2010Q2,5
12939,2010Q2,5,2010Q3,5
12939,2010Q3,5,2010Q4,5
12939,2010Q4,5,2011Q1,5
12939,2011Q1,5,2011Q2,0
12939,2011Q2,0,2011Q3,5
12939,2011Q3,5,2011Q4,5
16841,2009Q4,0,2010Q1,4
16841,2010Q1,4,2010Q2,4
16841,2010Q2,4,2010Q3,3
16841,2010Q3,3,2010Q4,3
16841,2010Q4,3,2011Q1,2
16841,2011Q1,2,2011Q2,4
16841,2011Q2,4,2011Q3,2
16841,2011Q3,2,2011Q4,2
17945,2009Q4,0,2010Q1,3
17945,2010Q1,3,2010Q2,0
17945,2010Q2,0,2010Q3,0
17945,2010Q3,0,2010Q4,0
17945,2010Q4,0,2011Q1,0
17945,2011Q1,0,2011Q2,0
17945,2011Q2,0,2011Q3,0
17945,2011Q3,0,2011Q4,0
15299,2009Q4,0,2010Q1,4
15299,2010Q1,4,2010Q2,0
15299,2010Q2,0,2010Q3,0
15299,2010Q3,0,2010Q4,5
15299,2010Q4,5,2011Q1,4
15299,2011Q1,4,2011Q2,4
15299,2011Q2,4,2011Q3,0
15299,2011Q3,0,2011Q4,5
15002,2009Q4,0,2010Q1,5
15002,2010Q1,5,2010Q2,3
15002,2010Q2,3,2010Q3,3
15002,2010Q3,3,2010Q4,5
15002,2010Q4,5,2011Q1,3
15002,2011Q1,3,2011Q2,0
15002,2011Q2,0,2011Q3,3
15002,2011Q3,3,2011Q4,0
12623,2009Q4,0,2010Q1,5
12623,2010Q1,5,2010Q2,4
12623,2010Q2,4,2010Q3,3
12623,2010Q3,3,2010Q4,3
12623,2010Q4,3,2011Q1,2
12623,2011Q1,2,2011Q2,0
12623,2011Q2,0,2011Q3,0
12623,2011Q3,0,2011Q4,0
16422,2009Q4,0,2010Q1,5
16422,2010Q1,5,2010Q2,5
16422,2010Q2,5,2010Q3,5
16422,2010Q3,5,2010Q4,5
16422,2010Q4,5,2011Q1,5
16422,2011Q1,5,2011Q2,5
16422,2011Q2,5,2011Q3,5
16422,2011Q3,5,2011Q4,5
13622,2009Q4,0,2010Q1,4
13622,2010Q1,4,2010Q2,0
13622,2010Q2,0,2010Q3,0
13622,2010Q3,0,2010Q4,0
13622,2010Q4,0,2011Q1,0
13622,2011Q1,0,2011Q2,0
13622,2011Q2,0,2011Q3,0
13622,2011Q3,0,2011Q4,0
14225,2009Q4,0,2010Q1,4
14225,2010Q1,4,2010Q2,4
14225,2010Q2,4,2010Q3,3
14225,2010Q3,3,2010Q4,3
14225,2010Q4,3,2011Q1,0
14225,2011Q1,0,2011Q2,0
14225,2011Q2,0,2011Q3,0
14225,2011Q3,0,2011Q4,0
14241,2009Q4,0,2010Q1,1
14241,2010Q1,1,2010Q2,0
14241,2010Q2,0,2010Q3,0
14241,2010Q3,0,2010Q4,0
14241,2010Q4,0,2011Q1,0
14241,2011Q1,0,2011Q2,2
14241,2011Q2,2,2011Q3,0
14241,2011Q3,0,2011Q4,0
17352,2009Q4,0,2010Q1,1
17352,2010Q1,1,2010Q2,0
17352,2010Q2,0,2010Q3,0
17352,2010Q3,0,2010Q4,0
17352,2010Q4,0,2011Q1,0
17352,2011Q1,0,2011Q2,0
17352,2011Q2,0,2011Q3,0
17352,2011Q3,0,2011Q4,0
12649,2009Q4,0,2010Q1,3
12649,2010Q1,3,2010Q2,3
12649,2010Q2,3,2010Q3,0
12649,2010Q3,0,2010Q4,4
12649,2010Q4,4,2011Q1,0
12649,2011Q1,0,2011Q2,3
12649,2011Q2,3,2011Q3,2
12649,2011Q3,2,2011Q4,0
14137,2009Q4,0,2010Q1,2
14137,2010Q1,2,2010Q2,0
14137,2010Q2,0,2010Q3,0
14137,2010Q3,0,2010Q4,0
14137,2010Q4,0,2011Q1,0
14137,2011Q1,0,2011Q2,0
14137,2011Q2,0,2011Q3,0
14137,2011Q3,0,2011Q4,0
14154,2009Q4,0,2010Q1,3
14154,2010Q1,3,2010Q2,0
14154,2010Q2,0,2010Q3,5
14154,2010Q3,5,2010Q4,5
14154,2010Q4,5,2011Q1,0
14154,2011Q1,0,2011Q2,5
14154,2011Q2,5,2011Q3,0
14154,2011Q3,0,2011Q4,0
14826,2009Q4,0,2010Q1,1
14826,2010Q1,1,2010Q2,2
14826,2010Q2,2,2010Q3,0
14826,2010Q3,0,2010Q4,0
14826,2010Q4,0,2011Q1,0
14826,2011Q1,0,2011Q2,0
14826,2011Q2,0,2011Q3,0
14826,2011Q3,0,2011Q4,0
16585,2009Q4,0,2010Q1,1
16585,2010Q1,1,2010Q2,2
16585,2010Q2,2,2010Q3,0
16585,2010Q3,0,2010Q4,0
16585,2010Q4,0,2011Q1,0
16585,2011Q1,0,2011Q2,0
16585,2011Q2,0,2011Q3,0
16585,2011Q3,0,2011Q4,0
15513,2009Q4,0,2010Q1,5
15513,2010Q1,5,2010Q2,5
15513,2010Q2,5,2010Q3,5
15513,2010Q3,5,2010Q4,5
15513,2010Q4,5,2011Q1,5
15513,2011Q1,5,2011Q2,5
15513,2011Q2,5,2011Q3,5
15513,2011Q3,5,2011Q4,5
12647,2009Q4,0,2010Q1,5
12647,2010Q1,5,2010Q2,5
12647,2010Q2,5,2010Q3,5
12647,2010Q3,5,2010Q4,5
12647,2010Q4,5,2011Q1,3
12647,2011Q1,3,2011Q2,4
12647,2011Q2,4,2011Q3,5
12647,2011Q3,5,2011Q4,2
17962,2009Q4,0,2010Q1,3
17962,2010Q1,3,2010Q2,1
17962,2010Q2,1,2010Q3,0
17962,2010Q3,0,2010Q4,0
17962,2010Q4,0,2011Q1,0
17962,2011Q1,0,2011Q2,0
17962,2011Q2,0,2011Q3,1
17962,2011Q3,1,2011Q4,0
17757,2009Q4,0,2010Q1,3
17757,2010Q1,3,2010Q2,3
17757,2010Q2,3,2010Q3,5
17757,2010Q3,5,2010Q4,5
17757,2010Q4,5,2011Q1,5
17757,2011Q1,5,2011Q2,4
17757,2011Q2,4,2011Q3,4
17757,2011Q3,4,2011Q4,5
14146,2009Q4,0,2010Q1,5
